user_prompt,player,rating
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",Claude-3.5::CARE,35.72380205790564
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",grok-3-latest::PACT,35.72380205790564
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",gemini-2.5-flash::SOLVE,33.97621667662988
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",Claude-3.5::DREAM,33.801880211232074
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",Claude-3.5::RTF,33.358216852969356
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",GPT-4o-mini::SOLVE,32.02660001317707
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",grok-3-latest::DREAM,32.02660001317707
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",grok-3-latest::CARE,31.229629029604272
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",grok-3-latest::RISE,31.229629029604272
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",gemini-2.5-flash::CARE,30.631371622951463
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",gemini-2.5-flash::RISE,28.495234245467273
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",GPT-4o-mini::DREAM,28.332109438289503
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",grok-3-latest::RTF,28.332109438289503
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",Claude-3.5::TAG,28.160292417046865
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",grok-3-latest::SOLVE,27.840475421427456
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",gemini-2.5-flash::DREAM,27.704936996665147
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",grok-3-latest::RACE,27.42022687615388
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",GPT-4o-mini::TAG,26.228594782593934
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",GPT-4o-mini::RISE,25.352708024842656
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",grok-3-latest::TAG,23.771405217406063
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",GPT-4o-mini::PACT,22.677811740540168
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",Claude-3.5::RACE,22.295063003334835
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",gemini-2.5-flash::RTF,22.04174996290188
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",GPT-4o-mini::CARE,21.839707582953135
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",GPT-4o-mini::RTF,21.504765754532727
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",Claude-3.5::SOLVE,19.856119163440074
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",gemini-2.5-flash::TAG,19.368628377048537
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",Claude-3.5::RISE,17.973399986822947
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",Claude-3.5::PACT,17.64424381021489
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",gemini-2.5-flash::BAD,16.911009300160366
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",grok-3-latest::BAD,16.641783147030644
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",gemini-2.5-flash::RACE,16.442481238265316
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",GPT-4o-mini::BAD,16.198119788767922
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",gemini-2.5-flash::PACT,16.198119788767922
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",GPT-4o-mini::RACE,15.649720677196035
"An end-to-end restaurant management app that handles reservations, menu customization, online orders, table assignments, and staff shift scheduling with customer booking and order tracking interfaces.",Claude-3.5::BAD,15.498991977889586
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",GPT-4o-mini::RTF,33.62347404123664
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",grok-3-latest::RTF,33.47515841732722
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",grok-3-latest::RACE,32.842667085106505
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",GPT-4o-mini::SOLVE,32.39117676561117
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",gemini-2.5-flash::RTF,31.95718123075737
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",gemini-2.5-flash::DREAM,29.39583201999916
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",gemini-2.5-flash::RISE,29.39583201999916
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",GPT-4o-mini::CARE,28.495234245467273
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",GPT-4o-mini::RISE,27.94449859619351
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",grok-3-latest::TAG,26.777228542627697
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",gemini-2.5-flash::RACE,26.324620229167056
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",GPT-4o-mini::PACT,25.58736390037178
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",GPT-4o-mini::DREAM,25.494799404136714
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",gemini-2.5-flash::TAG,25.000245546503624
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",Claude-3.5::RTF,25.0
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",Claude-3.5::TAG,25.0
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",Claude-3.5::DREAM,25.0
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",Claude-3.5::CARE,25.0
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",Claude-3.5::SOLVE,25.0
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",Claude-3.5::RACE,25.0
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",Claude-3.5::PACT,25.0
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",Claude-3.5::RISE,25.0
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",Claude-3.5::BAD,25.0
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",GPT-4o-mini::TAG,24.983499060621867
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",grok-3-latest::CARE,24.50520059586327
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",grok-3-latest::DREAM,24.412636099628216
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",grok-3-latest::SOLVE,22.678206060410897
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",GPT-4o-mini::RACE,22.05550140380647
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",gemini-2.5-flash::SOLVE,21.504765754532727
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",grok-3-latest::PACT,20.604167980000835
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",gemini-2.5-flash::PACT,20.604167980000835
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",GPT-4o-mini::BAD,18.04281876924262
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",grok-3-latest::BAD,18.04281876924262
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",grok-3-latest::RISE,17.608823234388826
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",gemini-2.5-flash::BAD,16.524841582672778
"A healthcare appointment booking app that allows patients to find doctors, schedule visits, manage prescriptions, receive reminders, and access medical records securely.",gemini-2.5-flash::CARE,16.37652595876336
